year,month,day,hour,minute,dhi,dni,ghi,temperature
2022,3,30,14,30,84,988,780,14.7
2022,3,30,14,40,86,978,757,14.7
2022,3,30,14,50,85,972,735,14.7
2022,3,30,15,0,84,965,710,14.6
2022,3,30,15,10,83,958,685,14.5
2022,3,30,15,20,82,950,658,14.4
2022,3,30,15,30,80,941,630,14.3
2022,3,30,15,40,80,927,600,14.2
2022,3,30,15,50,79,915,570,14.1
2022,3,30,16,0,77,903,539,14
2022,3,30,16,10,75,889,506,13.8
2022,3,30,16,20,73,874,473,13.6
2022,3,30,16,30,71,857,439,13.4
2022,3,30,16,40,68,839,405,13.1
2022,3,30,16,50,66,817,370,12.9
2022,3,30,17,0,63,793,334,12.7
2022,3,30,17,10,60,765,298,12.3
2022,3,30,17,20,57,733,263,11.8
2022,3,30,17,30,54,697,227,11.4
2022,3,30,17,40,50,656,192,11
2022,3,30,17,50,45,605,157,10.5
2022,3,30,18,0,40,545,124,10.1
2022,3,30,18,10,35,472,92,10
2022,3,30,18,20,29,382,62,9.9
2022,3,30,18,30,21,272,37,9.8
2022,3,30,18,40,10,1,10,9.7
2022,3,30,18,50,0,0,0,9.5
2022,3,30,19,0,0,0,0,9.4
2022,3,30,19,10,0,0,0,9.4
2022,3,30,19,20,0,0,0,9.3
2022,3,30,19,30,0,0,0,9.2
2022,3,30,19,40,0,0,0,9.2
2022,3,30,19,50,0,0,0,9.1
2022,3,30,20,0,0,0,0,9
2022,3,30,20,10,0,0,0,9
2022,3,30,20,20,0,0,0,8.9
2022,3,30,20,30,0,0,0,8.8
2022,3,30,20,40,0,0,0,8.7
2022,3,30,20,50,0,0,0,8.7
2022,3,30,21,0,0,0,0,8.6
2022,3,30,21,10,0,0,0,8.6
2022,3,30,21,20,0,0,0,8.6
2022,3,30,21,30,0,0,0,8.6
2022,3,30,21,40,0,0,0,8.5
2022,3,30,21,50,0,0,0,8.5
2022,3,30,22,0,0,0,0,8.5
2022,3,30,22,10,0,0,0,8.5
2022,3,30,22,20,0,0,0,8.6
2022,3,30,22,30,0,0,0,8.6
2022,3,30,22,40,0,0,0,8.6
2022,3,30,22,50,0,0,0,8.7
2022,3,30,23,0,0,0,0,8.7
2022,3,30,23,10,0,0,0,8.7
2022,3,30,23,20,0,0,0,8.7
2022,3,30,23,30,0,0,0,8.7
2022,3,30,23,40,0,0,0,8.8
2022,3,30,23,50,0,0,0,8.8
2022,3,31,0,0,0,0,0,8.8
2022,3,31,0,10,0,0,0,8.7
2022,3,31,0,20,0,0,0,8.7
2022,3,31,0,30,0,0,0,8.7
2022,3,31,0,40,0,0,0,8.6
2022,3,31,0,50,0,0,0,8.6
2022,3,31,1,0,0,0,0,8.5
2022,3,31,1,10,0,0,0,8.5
2022,3,31,1,20,0,0,0,8.4
2022,3,31,1,30,0,0,0,8.3
2022,3,31,1,40,0,0,0,8.2
2022,3,31,1,50,0,0,0,8.2
2022,3,31,2,0,0,0,0,8.1
2022,3,31,2,10,0,0,0,7.9
2022,3,31,2,20,0,0,0,7.6
2022,3,31,2,30,0,0,0,7.4
2022,3,31,2,40,0,0,0,7.2
2022,3,31,2,50,0,0,0,6.9
2022,3,31,3,0,0,0,0,6.7
2022,3,31,3,10,0,0,0,6.5
2022,3,31,3,20,0,0,0,6.3
2022,3,31,3,30,0,0,0,6.1
2022,3,31,3,40,0,0,0,5.9
2022,3,31,3,50,0,0,0,5.7
2022,3,31,4,0,0,0,0,5.4
2022,3,31,4,10,0,0,0,5.4
2022,3,31,4,20,0,0,0,5.3
2022,3,31,4,30,0,0,0,5.2
2022,3,31,4,40,0,0,0,5.1
2022,3,31,4,50,0,0,0,5
2022,3,31,5,0,0,0,0,4.9
2022,3,31,5,10,0,0,0,4.8
2022,3,31,5,20,0,0,0,4.7
2022,3,31,5,30,0,0,0,4.6
2022,3,31,5,40,0,0,0,4.5
2022,3,31,5,50,0,0,0,4.4
2022,3,31,6,0,0,0,0,4.3
2022,3,31,6,10,0,0,0,4.3
2022,3,31,6,20,0,0,0,4.4
2022,3,31,6,30,18,1,18,4.4
2022,3,31,6,40,28,1,28,4.5
2022,3,31,6,50,35,1,35,4.5
2022,3,31,7,0,73,195,101,4.6
2022,3,31,7,10,84,267,131,4.7
2022,3,31,7,20,96,299,158,4.7
2022,3,31,7,30,107,321,184,4.8
2022,3,31,7,40,114,447,235,4.9
2022,3,31,7,50,67,671,270,4.9
2022,3,31,8,0,146,363,267,5
2022,3,31,8,10,192,210,268,5.3
2022,3,31,8,20,158,416,322,5.5
2022,3,31,8,30,200,292,324,5.8
2022,3,31,8,40,122,3,124,6
2022,3,31,8,50,239,195,332,6.2
2022,3,31,9,0,110,1,110,6.5
2022,3,31,9,10,110,2,111,6.8
2022,3,31,9,20,37,0,37,7.2
2022,3,31,9,30,233,26,248,7.5
2022,3,31,9,40,16,0,16,7.8
2022,3,31,9,50,132,1,133,8.2
2022,3,31,10,0,325,139,415,8.5
2022,3,31,10,10,21,0,21,8.8
2022,3,31,10,20,352,88,412,9
2022,3,31,10,30,24,0,24,9.2
2022,3,31,10,40,180,3,182,9.5
2022,3,31,10,50,168,2,169,9.7
2022,3,31,11,0,162,1,163,10
2022,3,31,11,10,30,0,30,10.1
2022,3,31,11,20,31,0,31,10.2
2022,3,31,11,30,34,0,34,10.3
2022,3,31,11,40,26,0,26,10.4
2022,3,31,11,50,251,0,252,10.5
2022,3,31,12,0,140,1,140,10.6
2022,3,31,12,10,196,2,198,10.6
2022,3,31,12,20,199,2,201,10.7
2022,3,31,12,30,199,2,201,10.8
2022,3,31,12,40,161,1,162,10.8
2022,3,31,12,50,221,4,224,10.9
2022,3,31,13,0,362,77,424,10.9
2022,3,31,13,10,171,1,172,11
2022,3,31,13,20,197,2,199,11
2022,3,31,13,30,194,2,195,11.1
2022,3,31,13,40,159,1,160,11.1
2022,3,31,13,50,161,1,162,11.2
2022,3,31,14,0,220,5,224,11.2
2022,3,31,14,10,422,105,500,11.2
2022,3,31,14,20,91,974,795,11.2
2022,3,31,14,30,90,970,776,11.2
2022,3,31,14,40,92,958,753,11.1
2022,3,31,14,50,91,952,731,11.1
2022,3,31,15,0,90,945,707,11.1
2022,3,31,15,10,88,937,681,11
2022,3,31,15,20,87,929,654,10.9
2022,3,31,15,30,86,919,627,10.8
2022,3,31,15,40,86,904,596,10.7
2022,3,31,15,50,84,892,566,10.6
2022,3,31,16,0,82,879,535,10.5
2022,3,31,16,10,80,865,503,10.3
2022,3,31,16,20,78,849,470,10.1
2022,3,31,16,30,76,831,436,9.9
2022,3,31,16,40,74,810,401,9.8
2022,3,31,16,50,71,788,366,9.6
2022,3,31,17,0,76,725,326,9.4
2022,3,31,17,10,151,257,232,9
2022,3,31,17,20,68,661,256,8.6
2022,3,31,17,30,133,160,173,8.2
2022,3,31,17,40,116,35,124,7.8
2022,3,31,17,50,102,181,136,7.4
2022,3,31,18,0,74,13,76,7
2022,3,31,18,10,56,8,57,7
2022,3,31,18,20,35,2,35,6.9
2022,3,31,18,30,21,0,21,6.8
2022,3,31,18,40,11,0,11,6.7
2022,3,31,18,50,0,0,0,6.6
2022,3,31,19,0,0,0,0,6.6
2022,3,31,19,10,0,0,0,6.6
2022,3,31,19,20,0,0,0,6.6
2022,3,31,19,30,0,0,0,6.6
2022,3,31,19,40,0,0,0,6.6
2022,3,31,19,50,0,0,0,6.6
2022,3,31,20,0,0,0,0,6.6
2022,3,31,20,10,0,0,0,6.6
2022,3,31,20,20,0,0,0,6.5
2022,3,31,20,30,0,0,0,6.4
2022,3,31,20,40,0,0,0,6.4
2022,3,31,20,50,0,0,0,6.3
2022,3,31,21,0,0,0,0,6.3
2022,3,31,21,10,0,0,0,6.2
2022,3,31,21,20,0,0,0,6
2022,3,31,21,30,0,0,0,5.9
2022,3,31,21,40,0,0,0,5.8
2022,3,31,21,50,0,0,0,5.6
2022,3,31,22,0,0,0,0,5.5
2022,3,31,22,10,0,0,0,5.4
2022,3,31,22,20,0,0,0,5.2
2022,3,31,22,30,0,0,0,5
2022,3,31,22,40,0,0,0,4.9
2022,3,31,22,50,0,0,0,4.7
2022,3,31,23,0,0,0,0,4.6
2022,3,31,23,10,0,0,0,4.4
2022,3,31,23,20,0,0,0,4.2
2022,3,31,23,30,0,0,0,4.1
2022,3,31,23,40,0,0,0,3.9
2022,3,31,23,50,0,0,0,3.8
2022,4,1,0,0,0,0,0,3.6
2022,4,1,0,10,0,0,0,3.5
2022,4,1,0,20,0,0,0,3.4
2022,4,1,0,30,0,0,0,3.3
2022,4,1,0,40,0,0,0,3.2
2022,4,1,0,50,0,0,0,3.1
2022,4,1,1,0,0,0,0,3
2022,4,1,1,10,0,0,0,2.9
2022,4,1,1,20,0,0,0,2.9
2022,4,1,1,30,0,0,0,2.8
2022,4,1,1,40,0,0,0,2.8
2022,4,1,1,50,0,0,0,2.7
2022,4,1,2,0,0,0,0,2.6
2022,4,1,2,10,0,0,0,2.6
2022,4,1,2,20,0,0,0,2.6
2022,4,1,2,30,0,0,0,2.5
2022,4,1,2,40,0,0,0,2.5
2022,4,1,2,50,0,0,0,2.4
2022,4,1,3,0,0,0,0,2.4
2022,4,1,3,10,0,0,0,2.4
2022,4,1,3,20,0,0,0,2.4
2022,4,1,3,30,0,0,0,2.4
2022,4,1,3,40,0,0,0,2.3
2022,4,1,3,50,0,0,0,2.3
2022,4,1,4,0,0,0,0,2.3
2022,4,1,4,10,0,0,0,2.3
2022,4,1,4,20,0,0,0,2.3
2022,4,1,4,30,0,0,0,2.3
2022,4,1,4,40,0,0,0,2.3
2022,4,1,4,50,0,0,0,2.3
2022,4,1,5,0,0,0,0,2.3
2022,4,1,5,10,0,0,0,2.4
2022,4,1,5,20,0,0,0,2.5
2022,4,1,5,30,0,0,0,2.5
2022,4,1,5,40,0,0,0,2.6
2022,4,1,5,50,0,0,0,2.7
2022,4,1,6,0,0,0,0,2.8
2022,4,1,6,10,0,0,0,3.2
2022,4,1,6,20,12,79,14,3.6
2022,4,1,6,30,21,199,32,4
2022,4,1,6,40,30,305,56,4.4
2022,4,1,6,50,38,398,84,4.8
2022,4,1,7,0,44,475,115,5.1
2022,4,1,7,10,50,540,148,5.4
2022,4,1,7,20,55,595,182,5.7
2022,4,1,7,30,60,642,217,6
2022,4,1,7,40,65,674,252,6.3
2022,4,1,7,50,69,709,287,6.6
2022,4,1,8,0,72,740,323,6.9
2022,4,1,8,10,76,767,359,7.2
2022,4,1,8,20,79,791,394,7.5
2022,4,1,8,30,81,812,428,7.7
2022,4,1,8,40,87,820,461,8
2022,4,1,8,50,90,837,494,8.2
2022,4,1,9,0,92,852,527,8.5
2022,4,1,9,10,94,867,558,8.7
2022,4,1,9,20,96,879,589,8.9
2022,4,1,9,30,98,891,619,9.2
2022,4,1,9,40,102,896,646,9.4
2022,4,1,9,50,104,906,674,9.7
2022,4,1,10,0,106,914,700,9.9
2022,4,1,10,10,107,922,725,10.1
2022,4,1,10,20,108,923,743,10.3
2022,4,1,10,30,109,929,765,10.5
2022,4,1,10,40,106,944,787,10.7
2022,4,1,10,50,107,949,806,10.9
2022,4,1,11,0,108,953,822,11.1
2022,4,1,11,10,108,957,838,11.2
2022,4,1,11,20,109,961,851,11.3
2022,4,1,11,30,110,964,863,11.5
2022,4,1,11,40,121,947,870,11.6
2022,4,1,11,50,122,949,878,11.8
2022,4,1,12,0,122,951,885,11.9
2022,4,1,12,10,122,952,890,12
2022,4,1,12,20,122,953,893,12.1
2022,4,1,12,30,122,953,894,12.1
2022,4,1,12,40,128,943,891,12.2
2022,4,1,12,50,128,942,888,12.3
2022,4,1,13,0,128,941,884,12.3
2022,4,1,13,10,128,939,878,12.4
2022,4,1,13,20,127,937,870,12.5
2022,4,1,13,30,127,935,860,12.6
2022,4,1,13,40,232,722,792,12.6
2022,4,1,13,50,240,721,792,12.7
2022,4,1,14,0,250,695,774,12.8
2022,4,1,14,10,183,769,753,12.8
2022,4,1,14,20,285,563,694,12.8
2022,4,1,14,30,121,909,767,12.8
2022,4,1,14,40,263,586,670,12.9
2022,4,1,14,50,119,893,723,12.9
2022,4,1,15,0,118,885,699,12.9
2022,4,1,15,10,116,877,673,12.8
2022,4,1,15,20,114,867,647,12.8
2022,4,1,15,30,112,856,619,12.7
2022,4,1,15,40,108,849,591,12.7
2022,4,1,15,50,106,836,560,12.6
2022,4,1,16,0,104,822,529,12.6
2022,4,1,16,10,101,806,497,12.4
2022,4,1,16,20,98,788,464,12.2
2022,4,1,16,30,95,769,431,12
2022,4,1,16,40,91,752,397,11.9
2022,4,1,16,50,87,728,363,11.7
2022,4,1,17,0,84,701,328,11.5
2022,4,1,17,10,79,670,293,11.1
2022,4,1,17,20,75,636,257,10.7
2022,4,1,17,30,70,596,223,10.4
2022,4,1,17,40,62,569,189,10
2022,4,1,17,50,56,517,155,9.6
2022,4,1,18,0,50,456,122,9.2
2022,4,1,18,10,70,130,86,9
2022,4,1,18,20,34,300,63,8.8
2022,4,1,18,30,25,202,38,8.6
2022,4,1,18,40,15,112,19,8.4
2022,4,1,18,50,0,0,0,8.2
2022,4,1,19,0,0,0,0,8
2022,4,1,19,10,0,0,0,7.8
2022,4,1,19,20,0,0,0,7.6
2022,4,1,19,30,0,0,0,7.5
2022,4,1,19,40,0,0,0,7.3
2022,4,1,19,50,0,0,0,7.2
2022,4,1,20,0,0,0,0,7
2022,4,1,20,10,0,0,0,6.8
2022,4,1,20,20,0,0,0,6.6
2022,4,1,20,30,0,0,0,6.4
2022,4,1,20,40,0,0,0,6.2
2022,4,1,20,50,0,0,0,6
2022,4,1,21,0,0,0,0,5.8
2022,4,1,21,10,0,0,0,5.7
2022,4,1,21,20,0,0,0,5.6
2022,4,1,21,30,0,0,0,5.4
2022,4,1,21,40,0,0,0,5.3
2022,4,1,21,50,0,0,0,5.2
2022,4,1,22,0,0,0,0,5
2022,4,1,22,10,0,0,0,5
2022,4,1,22,20,0,0,0,4.9
2022,4,1,22,30,0,0,0,4.8
2022,4,1,22,40,0,0,0,4.8
2022,4,1,22,50,0,0,0,4.7
2022,4,1,23,0,0,0,0,4.7
2022,4,1,23,10,0,0,0,4.6
2022,4,1,23,20,0,0,0,4.6
2022,4,1,23,30,0,0,0,4.6
2022,4,1,23,40,0,0,0,4.6
2022,4,1,23,50,0,0,0,4.6
2022,4,2,0,0,0,0,0,4.6
2022,4,2,0,10,0,0,0,4.6
2022,4,2,0,20,0,0,0,4.5
2022,4,2,0,30,0,0,0,4.5
2022,4,2,0,40,0,0,0,4.5
2022,4,2,0,50,0,0,0,4.5
2022,4,2,1,0,0,0,0,4.5
2022,4,2,1,10,0,0,0,4.5
2022,4,2,1,20,0,0,0,4.5
2022,4,2,1,30,0,0,0,4.5
2022,4,2,1,40,0,0,0,4.5
2022,4,2,1,50,0,0,0,4.5
2022,4,2,2,0,0,0,0,4.5
2022,4,2,2,10,0,0,0,4.5
2022,4,2,2,20,0,0,0,4.5
2022,4,2,2,30,0,0,0,4.5
2022,4,2,2,40,0,0,0,4.6
2022,4,2,2,50,0,0,0,4.6
2022,4,2,3,0,0,0,0,4.6
2022,4,2,3,10,0,0,0,4.6
2022,4,2,3,20,0,0,0,4.7
2022,4,2,3,30,0,0,0,4.7
2022,4,2,3,40,0,0,0,4.7
2022,4,2,3,50,0,0,0,4.8
2022,4,2,4,0,0,0,0,4.8
2022,4,2,4,10,0,0,0,4.8
2022,4,2,4,20,0,0,0,4.8
2022,4,2,4,30,0,0,0,4.8
2022,4,2,4,40,0,0,0,4.8
2022,4,2,4,50,0,0,0,4.8
2022,4,2,5,0,0,0,0,4.9
2022,4,2,5,10,0,0,0,4.9
2022,4,2,5,20,0,0,0,5
2022,4,2,5,30,0,0,0,5
2022,4,2,5,40,0,0,0,5.1
2022,4,2,5,50,0,0,0,5.1
2022,4,2,6,0,0,0,0,5.2
2022,4,2,6,10,0,0,0,5.7
2022,4,2,6,20,13,75,15,6.2
2022,4,2,6,30,23,178,34,6.7
2022,4,2,6,40,33,281,58,7.2
2022,4,2,6,50,41,367,86,7.7
2022,4,2,7,0,37,0,37,8.2
2022,4,2,7,10,77,1,77,8.8
2022,4,2,7,20,115,71,131,9.3
2022,4,2,7,30,126,252,189,9.9
2022,4,2,7,40,144,102,172,10.4
2022,4,2,7,50,157,212,224,11
2022,4,2,8,0,164,301,267,11.6
2022,4,2,8,10,169,354,301,12
2022,4,2,8,20,177,371,326,12.5
2022,4,2,8,30,179,414,358,13
2022,4,2,8,40,167,563,426,13.5
2022,4,2,8,50,183,508,431,13.9
2022,4,2,9,0,196,487,446,14.4
2022,4,2,9,10,209,463,460,14.7
2022,4,2,9,20,213,464,475,15
2022,4,2,9,30,250,411,492,15.2
2022,4,2,9,40,280,321,477,15.5
2022,4,2,9,50,306,310,502,15.8
2022,4,2,10,0,332,313,537,16.1
2022,4,2,10,10,354,232,510,16.3
2022,4,2,10,20,342,296,547,16.4
2022,4,2,10,30,346,315,570,16.6
2022,4,2,10,40,381,221,541,16.8
2022,4,2,10,50,370,296,589,17
2022,4,2,11,0,383,289,601,17.1
2022,4,2,11,10,385,295,612,17.2
2022,4,2,11,20,403,254,600,17.3
2022,4,2,11,30,402,283,624,17.4
2022,4,2,11,40,386,323,643,17.5
2022,4,2,11,50,398,267,612,17.5
2022,4,2,12,0,401,258,609,17.6
2022,4,2,12,10,376,355,664,17.7
2022,4,2,12,20,382,358,673,17.7
2022,4,2,12,30,399,317,657,17.7
2022,4,2,12,40,422,265,638,17.8
2022,4,2,12,50,412,268,629,17.8
2022,4,2,13,0,395,300,637,17.8
2022,4,2,13,10,274,548,713,17.8
2022,4,2,13,20,235,737,821,17.9
2022,4,2,13,30,300,560,742,17.9
2022,4,2,13,40,230,744,810,17.9
2022,4,2,13,50,226,748,802,17.9
2022,4,2,14,0,207,766,788,17.9
2022,4,2,14,10,222,721,758,17.9
2022,4,2,14,20,300,497,663,17.9
2022,4,2,14,30,233,677,716,17.9
2022,4,2,14,40,221,714,719,17.9
2022,4,2,14,50,239,624,662,17.9
2022,4,2,15,0,219,686,672,17.8
2022,4,2,15,10,118,851,662,17.7
2022,4,2,15,20,116,841,635,17.6
2022,4,2,15,30,114,830,608,17.5
2022,4,2,15,40,116,807,577,17.4
2022,4,2,15,50,113,794,547,17.3
2022,4,2,16,0,111,779,517,17.2
2022,4,2,16,10,108,762,485,17
2022,4,2,16,20,105,744,453,16.7
2022,4,2,16,30,102,724,420,16.4
2022,4,2,16,40,100,693,385,16.2
2022,4,2,16,50,96,667,351,15.9
2022,4,2,17,0,93,639,318,15.6
2022,4,2,17,10,88,607,283,15
2022,4,2,17,20,83,571,249,14.4
2022,4,2,17,30,78,531,215,13.9
2022,4,2,17,40,73,477,181,13.3
2022,4,2,17,50,66,424,148,12.7
2022,4,2,18,0,58,365,117,12.1
2022,4,2,18,10,49,296,87,11.7
2022,4,2,18,20,39,219,60,11.2
2022,4,2,18,30,28,136,37,10.8
2022,4,2,18,40,16,55,18,10.4
2022,4,2,18,50,0,0,0,10
2022,4,2,19,0,0,0,0,9.5
2022,4,2,19,10,0,0,0,9.3
2022,4,2,19,20,0,0,0,9.1
2022,4,2,19,30,0,0,0,9
2022,4,2,19,40,0,0,0,8.8
2022,4,2,19,50,0,0,0,8.6
2022,4,2,20,0,0,0,0,8.4
2022,4,2,20,10,0,0,0,8.2
2022,4,2,20,20,0,0,0,8.1
2022,4,2,20,30,0,0,0,8
2022,4,2,20,40,0,0,0,7.9
2022,4,2,20,50,0,0,0,7.7
2022,4,2,21,0,0,0,0,7.6
2022,4,2,21,10,0,0,0,7.5
2022,4,2,21,20,0,0,0,7.4
2022,4,2,21,30,0,0,0,7.3
2022,4,2,21,40,0,0,0,7.2
2022,4,2,21,50,0,0,0,7.1
2022,4,2,22,0,0,0,0,7
2022,4,2,22,10,0,0,0,6.9
2022,4,2,22,20,0,0,0,6.8
2022,4,2,22,30,0,0,0,6.7
2022,4,2,22,40,0,0,0,6.6
2022,4,2,22,50,0,0,0,6.5
2022,4,2,23,0,0,0,0,6.4
2022,4,2,23,10,0,0,0,6.4
2022,4,2,23,20,0,0,0,6.3
2022,4,2,23,30,0,0,0,6.2
2022,4,2,23,40,0,0,0,6.2
2022,4,2,23,50,0,0,0,6.1
2022,4,3,0,0,0,0,0,6
2022,4,3,0,10,0,0,0,5.9
2022,4,3,0,20,0,0,0,5.8
2022,4,3,0,30,0,0,0,5.8
2022,4,3,0,40,0,0,0,5.7
2022,4,3,0,50,0,0,0,5.6
2022,4,3,1,0,0,0,0,5.5
2022,4,3,1,10,0,0,0,5.5
2022,4,3,1,20,0,0,0,5.4
2022,4,3,1,30,0,0,0,5.3
2022,4,3,1,40,0,0,0,5.3
2022,4,3,1,50,0,0,0,5.2
2022,4,3,2,0,0,0,0,5.1
2022,4,3,2,10,0,0,0,5
2022,4,3,2,20,0,0,0,4.9
2022,4,3,2,30,0,0,0,4.9
2022,4,3,2,40,0,0,0,4.8
2022,4,3,2,50,0,0,0,4.7
2022,4,3,3,0,0,0,0,4.6
2022,4,3,3,10,0,0,0,4.5
2022,4,3,3,20,0,0,0,4.5
2022,4,3,3,30,0,0,0,4.4
2022,4,3,3,40,0,0,0,4.3
2022,4,3,3,50,0,0,0,4.3
2022,4,3,4,0,0,0,0,4.2
2022,4,3,4,10,0,0,0,4.2
2022,4,3,4,20,0,0,0,4.1
2022,4,3,4,30,0,0,0,4.1
2022,4,3,4,40,0,0,0,4
2022,4,3,4,50,0,0,0,4
2022,4,3,5,0,0,0,0,4
2022,4,3,5,10,0,0,0,4
2022,4,3,5,20,0,0,0,4.1
2022,4,3,5,30,0,0,0,4.1
2022,4,3,5,40,0,0,0,4.2
2022,4,3,5,50,0,0,0,4.2
2022,4,3,6,0,0,0,0,4.2
2022,4,3,6,10,0,0,0,4.6
2022,4,3,6,20,15,55,17,4.9
2022,4,3,6,30,27,144,35,5.2
2022,4,3,6,40,54,26,56,5.6
2022,4,3,6,50,72,42,77,5.9
2022,4,3,7,0,92,166,118,6.2
2022,4,3,7,10,98,24,103,6.6
2022,4,3,7,20,121,240,175,7
2022,4,3,7,30,152,35,161,7.4
2022,4,3,7,40,174,81,197,7.8
2022,4,3,7,50,184,183,243,8.3
2022,4,3,8,0,196,240,280,8.7
2022,4,3,8,10,231,161,292,9.1
2022,4,3,8,20,152,555,379,9.5
2022,4,3,8,30,184,545,423,9.9
2022,4,3,8,40,182,609,465,10.4
2022,4,3,8,50,196,556,470,10.8
2022,4,3,9,0,92,877,547,11.2
2022,4,3,9,10,94,891,579,11.6
2022,4,3,9,20,96,903,611,11.9
2022,4,3,9,30,98,914,640,12.2
2022,4,3,9,40,95,936,672,12.6
2022,4,3,9,50,96,945,699,12.9
2022,4,3,10,0,98,952,725,13.2
2022,4,3,10,10,99,960,750,13.4
2022,4,3,10,20,100,966,774,13.6
2022,4,3,10,30,101,972,796,13.8
2022,4,3,10,40,101,981,817,14
2022,4,3,10,50,101,985,835,14.2
2022,4,3,11,0,102,989,853,14.4
2022,4,3,11,10,103,993,868,14.6
2022,4,3,11,20,104,996,882,14.7
2022,4,3,11,30,298,748,889,14.8
2022,4,3,11,40,104,1002,904,15
2022,4,3,11,50,105,1004,912,15.1
2022,4,3,12,0,104,995,911,15.2
2022,4,3,12,10,105,996,915,15.3
2022,4,3,12,20,105,997,918,15.4
2022,4,3,12,30,105,997,919,15.4
2022,4,3,12,40,104,999,919,15.5
2022,4,3,12,50,104,998,916,15.6
2022,4,3,13,0,104,997,912,15.6
2022,4,3,13,10,103,996,906,15.7
2022,4,3,13,20,103,994,898,15.7
2022,4,3,13,30,102,992,888,15.7
2022,4,3,13,40,102,989,876,15.7
2022,4,3,13,50,102,986,863,15.8
2022,4,3,14,0,101,982,848,15.8
2022,4,3,14,10,100,978,831,15.8
2022,4,3,14,20,99,974,813,15.8
2022,4,3,14,30,98,969,793,15.7
2022,4,3,14,40,98,961,771,15.7
2022,4,3,14,50,97,955,749,15.7
2022,4,3,15,0,96,948,724,15.7
2022,4,3,15,10,94,940,699,15.6
2022,4,3,15,20,93,932,671,15.5
2022,4,3,15,30,91,922,643,15.4
2022,4,3,15,40,91,909,613,15.4
2022,4,3,15,50,89,897,582,15.3
2022,4,3,16,0,87,884,551,15.2
2022,4,3,16,10,85,870,518,15
2022,4,3,16,20,83,854,485,14.7
2022,4,3,16,30,80,836,451,14.5
2022,4,3,16,40,79,812,415,14.3
2022,4,3,16,50,76,790,380,14.1
2022,4,3,17,0,73,765,344,13.9
2022,4,3,17,10,70,736,309,13.3
2022,4,3,17,20,66,704,273,12.8
2022,4,3,17,30,63,667,237,12.3
2022,4,3,17,40,59,616,201,11.8
2022,4,3,17,50,54,565,166,11.2
2022,4,3,18,0,49,505,132,10.7
2022,4,3,18,10,42,434,100,10.5
2022,4,3,18,20,35,348,70,10.4
2022,4,3,18,30,27,246,44,10.2
2022,4,3,18,40,17,128,22,10
2022,4,3,18,50,0,0,0,9.8
2022,4,3,19,0,0,0,0,9.7
2022,4,3,19,10,0,0,0,9.6
2022,4,3,19,20,0,0,0,9.5
2022,4,3,19,30,0,0,0,9.5
2022,4,3,19,40,0,0,0,9.4
2022,4,3,19,50,0,0,0,9.3
2022,4,3,20,0,0,0,0,9.3
2022,4,3,20,10,0,0,0,9.1
2022,4,3,20,20,0,0,0,9
2022,4,3,20,30,0,0,0,8.9
2022,4,3,20,40,0,0,0,8.8
2022,4,3,20,50,0,0,0,8.6
2022,4,3,21,0,0,0,0,8.5
2022,4,3,21,10,0,0,0,8.4
2022,4,3,21,20,0,0,0,8.3
2022,4,3,21,30,0,0,0,8.2
2022,4,3,21,40,0,0,0,8
2022,4,3,21,50,0,0,0,7.9
2022,4,3,22,0,0,0,0,7.8
2022,4,3,22,10,0,0,0,7.7
2022,4,3,22,20,0,0,0,7.7
2022,4,3,22,30,0,0,0,7.6
2022,4,3,22,40,0,0,0,7.5
2022,4,3,22,50,0,0,0,7.4
2022,4,3,23,0,0,0,0,7.4
2022,4,3,23,10,0,0,0,7.3
2022,4,3,23,20,0,0,0,7.3
2022,4,3,23,30,0,0,0,7.2
2022,4,3,23,40,0,0,0,7.2
2022,4,3,23,50,0,0,0,7.1
2022,4,4,0,0,0,0,0,7.1
2022,4,4,0,10,0,0,0,7
2022,4,4,0,20,0,0,0,7
2022,4,4,0,30,0,0,0,6.9
2022,4,4,0,40,0,0,0,6.9
2022,4,4,0,50,0,0,0,6.8
2022,4,4,1,0,0,0,0,6.8
2022,4,4,1,10,0,0,0,6.7
2022,4,4,1,20,0,0,0,6.6
2022,4,4,1,30,0,0,0,6.5
2022,4,4,1,40,0,0,0,6.4
2022,4,4,1,50,0,0,0,6.3
2022,4,4,2,0,0,0,0,6.2
2022,4,4,2,10,0,0,0,6.1
2022,4,4,2,20,0,0,0,6
2022,4,4,2,30,0,0,0,5.9
2022,4,4,2,40,0,0,0,5.8
2022,4,4,2,50,0,0,0,5.7
2022,4,4,3,0,0,0,0,5.6
2022,4,4,3,10,0,0,0,5.5
2022,4,4,3,20,0,0,0,5.4
2022,4,4,3,30,0,0,0,5.3
2022,4,4,3,40,0,0,0,5.2
2022,4,4,3,50,0,0,0,5.1
2022,4,4,4,0,0,0,0,5
2022,4,4,4,10,0,0,0,4.9
2022,4,4,4,20,0,0,0,4.9
2022,4,4,4,30,0,0,0,4.8
2022,4,4,4,40,0,0,0,4.7
2022,4,4,4,50,0,0,0,4.6
2022,4,4,5,0,0,0,0,4.5
2022,4,4,5,10,0,0,0,4.5
2022,4,4,5,20,0,0,0,4.5
2022,4,4,5,30,0,0,0,4.5
2022,4,4,5,40,0,0,0,4.5
2022,4,4,5,50,0,0,0,4.5
2022,4,4,6,0,0,0,0,4.5
2022,4,4,6,10,0,0,0,5.1
